sim_time,agent_id,x,z,state,zone_id
36.09,-35570,-662.128,553.971,Transit,grape
36.09,-35584,-661.653,553.396,Transit,grape
36.09,-35458,-531.438,-4.494,Transit,papaya
36.09,-35472,-530.631,-4.772,Transit,papaya
36.09,-35486,-530.271,-3.895,Transit,papaya
36.09,-35556,-530.167,-4.466,Transit,blueberry
36.09,-35500,-531.225,-5.821,Transit,palmyra
36.09,-35514,-531.693,-5.108,Transit,palmyra
36.09,-35528,-530.168,-5.969,Transit,palmyra
36.09,-35542,-530.450,-5.318,Transit,palmyra
67.29,-35570,-661.774,553.323,Transit,grape
67.29,-35584,-661.229,552.624,Transit,grape
67.29,-35458,-531.641,-4.255,Transit,papaya
67.29,-35472,-531.208,-4.890,Transit,papaya
67.29,-35486,-530.640,-3.851,Transit,papaya
67.29,-35556,-530.524,-4.734,Transit,blueberry
67.29,-35500,-531.285,-5.577,Transit,palmyra
67.29,-35514,-532.249,-4.513,Transit,palmyra
67.29,-35528,-530.242,-5.620,Transit,palmyra
67.29,-35542,-530.733,-5.274,Transit,palmyra
98.49,-35570,-661.358,552.608,Transit,grape
98.49,-35584,-660.759,551.783,Transit,grape
98.49,-35458,-532.226,-4.484,Transit,papaya
98.49,-35472,-531.755,-5.007,Transit,papaya
98.49,-35486,-531.033,-3.921,Transit,papaya
98.49,-35556,-530.980,-4.610,Transit,blueberry
98.49,-35500,-531.514,-5.616,Transit,palmyra
98.49,-35514,-532.689,-3.756,Transit,palmyra
98.49,-35528,-530.287,-5.045,Transit,palmyra
98.49,-35542,-530.944,-5.223,Transit,palmyra
129.69,-35598,-646.199,-291.482,Transit,raspberry
129.69,-35612,-645.727,-290.881,Transit,raspberry
129.69,-35626,-646.305,-290.255,Transit,raspberry
129.69,-35668,-605.494,467.051,Transit,raspberry
129.69,-35570,-660.944,551.886,Transit,grape
129.69,-35584,-660.285,550.939,Transit,grape
129.69,-35458,-532.959,-4.774,Transit,papaya
129.69,-35472,-532.297,-5.150,Transit,papaya
129.69,-35486,-531.427,-3.986,Transit,papaya
129.69,-35640,-530.937,-3.416,Transit,papaya
129.69,-35556,-531.690,-4.636,Transit,blueberry
129.69,-35500,-531.639,-5.357,Transit,palmyra
129.69,-35514,-533.088,-2.978,Transit,palmyra
129.69,-35528,-530.539,-4.345,Transit,palmyra
129.69,-35542,-530.964,-4.891,Transit,palmyra
129.69,-35654,-530.951,-5.642,Transit,palmyra
160.89,-35598,-646.205,-290.886,Transit,raspberry
160.89,-35612,-645.744,-290.229,Transit,raspberry
160.89,-35626,-646.308,-289.438,Transit,raspberry
160.89,-35668,-605.530,466.407,Transit,raspberry
160.89,-35570,-660.529,551.171,Transit,grape
160.89,-35584,-659.820,550.098,Transit,grape
160.89,-35458,-533.684,-5.065,Transit,papaya
160.89,-35472,-532.832,-5.305,Transit,papaya
160.89,-35486,-531.819,-4.057,Transit,papaya
160.89,-35640,-531.290,-3.344,Transit,papaya
160.89,-35556,-532.319,-4.840,Transit,blueberry
160.89,-35500,-531.593,-5.011,Transit,palmyra
160.89,-35514,-533.486,-2.206,Transit,palmyra
160.89,-35528,-530.775,-3.659,Transit,palmyra
160.89,-35542,-531.248,-4.443,Transit,palmyra
160.89,-35654,-531.007,-5.380,Transit,palmyra
192.09,-35598,-646.211,-290.282,Transit,raspberry
192.09,-35612,-645.760,-289.570,Transit,raspberry
192.09,-35626,-646.309,-288.613,Transit,raspberry
192.09,-35668,-605.574,465.745,Transit,raspberry
192.09,-35570,-660.129,550.438,Transit,grape
192.09,-35584,-659.344,549.250,Transit,grape
192.09,-35458,-534.416,-5.362,Transit,papaya
192.09,-35472,-533.380,-5.460,Transit,papaya
192.09,-35486,-532.227,-4.121,Transit,papaya
192.09,-35640,-531.673,-3.251,Transit,papaya
192.09,-35556,-532.820,-5.193,Transit,blueberry
192.09,-35500,-531.742,-4.459,Transit,palmyra
192.09,-35514,-533.882,-1.423,Transit,palmyra
192.09,-35528,-530.941,-2.992,Transit,palmyra
192.09,-35542,-531.406,-3.918,Transit,palmyra
192.09,-35654,-531.162,-4.851,Transit,palmyra
223.29,-35598,-646.220,-289.681,Transit,raspberry
223.29,-35612,-645.775,-288.915,Transit,raspberry
223.29,-35626,-646.311,-287.792,Transit,raspberry
223.29,-35668,-605.614,465.087,Transit,raspberry
223.29,-35570,-659.721,549.714,Transit,grape
223.29,-35584,-658.861,548.412,Transit,grape
223.29,-35458,-535.144,-5.655,Transit,papaya
223.29,-35472,-533.927,-5.611,Transit,papaya
223.29,-35486,-532.633,-4.191,Transit,papaya
223.29,-35640,-532.091,-3.128,Transit,papaya
223.29,-35556,-533.263,-5.553,Transit,blueberry
223.29,-35500,-531.892,-4.077,Transit,palmyra
223.29,-35514,-534.284,-0.650,Transit,palmyra
223.29,-35528,-531.191,-2.293,Transit,palmyra
223.29,-35542,-531.637,-3.537,Transit,palmyra
223.29,-35654,-531.273,-4.348,Transit,palmyra
254.49,-35598,-646.251,-289.085,Transit,raspberry
254.49,-35612,-645.817,-288.264,Transit,raspberry
254.49,-35626,-646.347,-286.976,Transit,raspberry
254.49,-35668,-605.650,464.432,Transit,raspberry
254.49,-35570,-659.300,549.004,Transit,grape
254.49,-35584,-658.416,547.558,Transit,grape
254.49,-35682,-646.709,-291.195,Transit,coconut
254.49,-35458,-535.879,-5.913,Transit,papaya
254.49,-35472,-534.487,-5.779,Transit,papaya
254.49,-35486,-533.026,-4.282,Transit,papaya
254.49,-35640,-532.439,-2.988,Transit,papaya
254.49,-35556,-533.826,-5.945,Transit,blueberry
254.49,-35500,-532.300,-3.654,Transit,palmyra
254.49,-35514,-534.658,0.126,Transit,palmyra
254.49,-35528,-531.451,-1.603,Transit,palmyra
254.49,-35542,-531.556,-3.095,Transit,palmyra
254.49,-35654,-531.390,-3.829,Transit,palmyra
285.69,-35598,-646.255,-288.481,Transit,raspberry
285.69,-35612,-645.831,-287.607,Transit,raspberry
285.69,-35626,-646.347,-286.153,Transit,raspberry
285.69,-35668,-605.687,463.772,Transit,raspberry
285.69,-35570,-658.889,548.279,Transit,grape
285.69,-35584,-657.941,546.712,Transit,grape
285.69,-35682,-646.633,-290.536,Transit,coconut
285.69,-35458,-536.606,-6.213,Transit,papaya
285.69,-35472,-535.031,-5.926,Transit,papaya
285.69,-35486,-533.421,-4.356,Transit,papaya
285.69,-35640,-532.821,-2.813,Transit,papaya
285.69,-35556,-534.446,-6.344,Transit,blueberry
285.69,-35696,-661.498,552.785,Transit,blueberry
285.69,-35710,-662.664,553.614,Transit,blueberry
285.69,-35724,-661.638,553.562,Transit,blueberry
285.69,-35500,-532.443,-3.310,Transit,palmyra
285.69,-35514,-535.053,0.906,Transit,palmyra
285.69,-35528,-531.707,-0.904,Transit,palmyra
285.69,-35542,-531.875,-2.634,Transit,palmyra
285.69,-35654,-531.551,-3.303,Transit,palmyra
285.69,-35738,-646.144,-291.721,Transit,palmyra
285.69,-35752,-646.932,-291.092,Transit,palmyra
285.69,-35766,-646.120,-291.076,Transit,palmyra
316.89,-35598,-646.255,-287.886,Transit,raspberry
316.89,-35612,-645.848,-286.959,Transit,raspberry
316.89,-35626,-646.352,-285.341,Transit,raspberry
316.89,-35668,-605.731,463.121,Transit,raspberry
316.89,-35570,-658.481,547.565,Transit,grape
316.89,-35584,-657.466,545.882,Transit,grape
316.89,-35682,-646.568,-289.875,Transit,coconut
316.89,-35458,-537.322,-6.514,Transit,papaya
316.89,-35472,-535.564,-6.073,Transit,papaya
316.89,-35486,-533.810,-4.433,Transit,papaya
316.89,-35640,-533.227,-2.922,Transit,papaya
316.89,-35556,-535.058,-6.744,Transit,blueberry
316.89,-35696,-660.983,551.938,Transit,blueberry
316.89,-35710,-662.354,553.090,Transit,blueberry
316.89,-35724,-661.283,552.940,Transit,blueberry
316.89,-35500,-532.487,-2.763,Transit,palmyra
316.89,-35514,-535.447,1.673,Transit,palmyra
316.89,-35528,-531.964,-0.216,Transit,palmyra
316.89,-35542,-532.193,-2.155,Transit,palmyra
316.89,-35654,-531.704,-2.782,Transit,palmyra
316.89,-35738,-646.065,-291.134,Transit,palmyra
316.89,-35752,-646.915,-290.616,Transit,palmyra
316.89,-35766,-646.065,-290.491,Transit,palmyra
316.89,-35780,-606.332,467.511,Transit,mango
316.89,-35794,-605.515,467.423,Transit,mango
316.89,-35808,-606.333,466.659,Transit,mango
316.89,-35822,-605.477,466.704,Transit,mango
348.09,-35598,-646.255,-287.280,Transit,raspberry
348.09,-35612,-645.857,-286.299,Transit,raspberry
348.09,-35626,-646.350,-284.513,Transit,raspberry
348.09,-35668,-605.772,462.457,Transit,raspberry
348.09,-35570,-658.074,546.834,Transit,grape
348.09,-35584,-656.993,545.031,Transit,grape
348.09,-35682,-646.498,-289.204,Transit,coconut
348.09,-35458,-538.052,-6.815,Transit,papaya
348.09,-35472,-536.106,-6.226,Transit,papaya
348.09,-35486,-534.207,-4.509,Transit,papaya
348.09,-35640,-533.619,-3.070,Transit,papaya
348.09,-35556,-535.690,-7.141,Transit,blueberry
348.09,-35696,-660.451,550.989,Transit,blueberry
348.09,-35710,-662.038,552.546,Transit,blueberry
348.09,-35724,-660.899,552.268,Transit,blueberry
348.09,-35500,-532.697,-2.078,Transit,palmyra
348.09,-35514,-535.845,2.455,Transit,palmyra
348.09,-35528,-532.223,0.485,Transit,palmyra
348.09,-35542,-532.318,-1.602,Transit,palmyra
348.09,-35654,-531.861,-2.250,Transit,palmyra
348.09,-35738,-645.975,-290.455,Transit,palmyra
348.09,-35752,-646.810,-289.911,Transit,palmyra
348.09,-35766,-646.000,-289.812,Transit,palmyra
348.09,-35780,-606.317,467.023,Transit,mango
348.09,-35794,-605.296,466.717,Transit,mango
348.09,-35808,-606.333,466.136,Transit,mango
348.09,-35822,-605.510,466.181,Transit,mango
379.29,-35598,-646.264,-286.694,Transit,raspberry
379.29,-35612,-645.901,-285.662,Transit,raspberry
379.29,-35626,-646.339,-283.714,Transit,raspberry
379.29,-35668,-605.786,461.814,Transit,raspberry
379.29,-35570,-657.690,546.122,Transit,grape
379.29,-35584,-656.537,544.207,Transit,grape
379.29,-35682,-646.392,-288.555,Transit,coconut
379.29,-35458,-538.756,-7.104,Transit,papaya
379.29,-35472,-536.626,-6.380,Transit,papaya
379.29,-35486,-534.591,-4.595,Transit,papaya
379.29,-35640,-533.995,-3.221,Transit,papaya
379.29,-35556,-536.300,-7.525,Transit,blueberry
379.29,-35696,-659.948,550.067,Transit,blueberry
379.29,-35710,-661.743,552.014,Transit,blueberry
379.29,-35724,-660.523,551.621,Transit,blueberry
379.29,-35500,-533.029,-1.547,Transit,palmyra
379.29,-35514,-536.248,3.194,Transit,palmyra
379.29,-35528,-532.464,1.168,Transit,palmyra
379.29,-35542,-532.572,-1.051,Transit,palmyra
379.29,-35654,-532.028,-1.742,Transit,palmyra
379.29,-35738,-645.878,-289.782,Transit,palmyra
379.29,-35752,-646.722,-289.239,Transit,palmyra
379.29,-35766,-645.915,-289.152,Transit,palmyra
379.29,-35780,-606.318,466.428,Transit,mango
379.29,-35794,-605.143,466.242,Transit,mango
379.29,-35808,-606.333,465.629,Transit,mango
379.29,-35822,-605.554,465.628,Transit,mango
379.29,-35836,-661.467,553.305,Transit,mango
379.29,-35850,-661.858,552.635,Transit,mango
410.49,-35598,-646.266,-286.079,Transit,raspberry
410.49,-35612,-645.914,-284.993,Transit,raspberry
410.49,-35626,-646.339,-282.876,Transit,raspberry
410.49,-35668,-605.827,461.142,Transit,raspberry
410.49,-35570,-657.267,545.386,Transit,grape
410.49,-35584,-656.060,543.343,Transit,grape
410.49,-35682,-646.319,-287.874,Transit,coconut
410.49,-35458,-539.496,-7.408,Transit,papaya
410.49,-35472,-537.175,-6.533,Transit,papaya
410.49,-35486,-534.994,-4.673,Transit,papaya
410.49,-35640,-534.390,-3.375,Transit,papaya
410.49,-35556,-536.940,-7.927,Transit,blueberry
410.49,-35696,-659.402,549.110,Transit,blueberry
410.49,-35710,-661.423,551.460,Transit,blueberry
410.49,-35724,-660.140,550.936,Transit,blueberry
410.49,-35500,-533.257,-0.858,Transit,palmyra
410.49,-35514,-536.654,3.984,Transit,palmyra
410.49,-35528,-532.729,1.878,Transit,palmyra
410.49,-35542,-532.748,-0.524,Transit,palmyra
410.49,-35654,-532.188,-1.201,Transit,palmyra
410.49,-35738,-645.784,-289.083,Transit,palmyra
410.49,-35752,-646.608,-288.594,Transit,palmyra
410.49,-35766,-645.844,-288.466,Transit,palmyra
410.49,-35780,-606.291,465.825,Transit,mango
410.49,-35794,-605.109,465.410,Transit,mango
410.49,-35808,-606.333,465.097,Transit,mango
410.49,-35822,-605.616,465.115,Transit,mango
410.49,-35836,-661.438,552.875,Transit,mango
410.49,-35850,-661.867,551.988,Transit,mango
410.49,-35864,-531.054,-3.457,Transit,mango
441.69,-35598,-646.268,-285.477,Transit,raspberry
441.69,-35612,-645.929,-284.338,Transit,raspberry
441.69,-35626,-646.344,-282.056,Transit,raspberry
441.69,-35668,-605.868,460.485,Transit,raspberry
441.69,-35570,-656.861,544.660,Transit,grape
441.69,-35584,-655.591,542.498,Transit,grape
441.69,-35682,-646.249,-287.207,Transit,coconut
441.69,-35878,-662.367,553.222,Transit,coconut
441.69,-35458,-540.218,-7.708,Transit,papaya
441.69,-35472,-537.712,-6.685,Transit,papaya
441.69,-35486,-535.388,-4.751,Transit,papaya
441.69,-35640,-534.779,-3.521,Transit,papaya
441.69,-35556,-537.566,-8.322,Transit,blueberry
441.69,-35696,-658.849,548.185,Transit,blueberry
441.69,-35710,-661.104,550.919,Transit,blueberry
441.69,-35724,-659.765,550.266,Transit,blueberry
441.69,-35500,-533.550,-0.197,Transit,palmyra
441.69,-35514,-537.045,4.760,Transit,palmyra
441.69,-35528,-532.986,2.574,Transit,palmyra
441.69,-35542,-532.952,-0.015,Transit,palmyra
441.69,-35654,-532.348,-0.672,Transit,palmyra
441.69,-35738,-645.705,-288.412,Transit,palmyra
441.69,-35752,-646.499,-287.996,Transit,palmyra
441.69,-35766,-645.781,-287.794,Transit,palmyra
441.69,-35780,-606.257,465.246,Transit,mango
441.69,-35794,-605.052,464.498,Transit,mango
441.69,-35808,-606.333,464.573,Transit,mango
441.69,-35822,-605.673,464.617,Transit,mango
441.69,-35836,-661.414,552.315,Transit,mango
441.69,-35850,-661.876,551.011,Transit,mango
441.69,-35864,-531.547,-3.284,Transit,mango
472.89,-35598,-646.269,-284.874,Transit,raspberry
472.89,-35612,-645.939,-283.682,Transit,raspberry
472.89,-35626,-646.352,-281.234,Transit,raspberry
472.89,-35668,-605.904,459.825,Transit,raspberry
472.89,-35570,-656.446,543.939,Transit,grape
472.89,-35584,-655.107,541.660,Transit,grape
472.89,-35682,-646.183,-286.539,Transit,coconut
472.89,-35878,-662.008,552.610,Transit,coconut
472.89,-35458,-540.940,-8.002,Transit,papaya
472.89,-35472,-538.250,-6.836,Transit,papaya
472.89,-35486,-535.784,-4.828,Transit,papaya
472.89,-35640,-535.169,-3.667,Transit,papaya
472.89,-35556,-538.196,-8.714,Transit,blueberry
472.89,-35696,-658.314,547.247,Transit,blueberry
472.89,-35710,-660.790,550.378,Transit,blueberry
472.89,-35724,-659.385,549.598,Transit,blueberry
472.89,-35500,-533.764,0.528,Transit,palmyra
472.89,-35514,-537.439,5.537,Transit,palmyra
472.89,-35528,-533.245,3.270,Transit,palmyra
472.89,-35542,-533.120,0.434,Transit,palmyra
472.89,-35654,-532.511,-0.143,Transit,palmyra
472.89,-35738,-645.584,-287.734,Transit,palmyra
472.89,-35752,-646.428,-287.293,Transit,palmyra
472.89,-35766,-645.713,-287.119,Transit,palmyra
472.89,-35780,-606.228,464.693,Transit,mango
472.89,-35794,-605.145,463.504,Transit,mango
472.89,-35808,-606.333,464.043,Transit,mango
472.89,-35822,-605.695,464.106,Transit,mango
472.89,-35836,-661.386,551.755,Transit,mango
472.89,-35850,-661.862,550.022,Transit,mango
472.89,-35864,-532.042,-3.113,Transit,mango
504.09,-35598,-646.274,-284.276,Transit,raspberry
504.09,-35612,-645.953,-283.032,Transit,raspberry
504.09,-35626,-646.356,-280.421,Transit,raspberry
504.09,-35668,-605.947,459.172,Transit,raspberry
504.09,-35570,-656.036,543.223,Transit,grape
504.09,-35584,-654.632,540.825,Transit,grape
504.09,-35682,-646.115,-285.875,Transit,coconut
504.09,-35878,-661.653,552.003,Transit,coconut
504.09,-35458,-541.634,-8.315,Transit,papaya
504.09,-35472,-538.784,-6.983,Transit,papaya
504.09,-35486,-536.177,-4.903,Transit,papaya
504.09,-35640,-535.555,-3.810,Transit,papaya
504.09,-35556,-538.817,-9.105,Transit,blueberry
504.09,-35696,-657.787,546.316,Transit,blueberry
504.09,-35710,-660.477,549.842,Transit,blueberry
504.09,-35724,-659.012,548.933,Transit,blueberry
504.09,-35500,-533.938,1.255,Transit,palmyra
504.09,-35514,-537.830,6.306,Transit,palmyra
504.09,-35528,-533.494,3.964,Transit,palmyra
504.09,-35542,-533.404,0.850,Transit,palmyra
504.09,-35654,-532.668,0.382,Transit,palmyra
504.09,-35738,-645.422,-287.041,Transit,palmyra
504.09,-35752,-646.365,-286.597,Transit,palmyra
504.09,-35766,-645.651,-286.456,Transit,palmyra
504.09,-35780,-606.204,464.160,Transit,mango
504.09,-35794,-605.249,462.522,Transit,mango
504.09,-35808,-606.333,463.516,Transit,mango
504.09,-35822,-605.691,463.600,Transit,mango
504.09,-35836,-661.356,551.200,Transit,mango
504.09,-35850,-661.840,549.042,Transit,mango
504.09,-35864,-532.533,-2.943,Transit,mango
535.29,-35598,-646.279,-283.669,Transit,raspberry
535.29,-35612,-645.966,-282.372,Transit,raspberry
535.29,-35626,-646.365,-279.594,Transit,raspberry
535.29,-35668,-605.989,458.508,Transit,raspberry
535.29,-35570,-655.615,542.498,Transit,grape
535.29,-35584,-654.153,539.976,Transit,grape
535.29,-35682,-646.048,-285.202,Transit,coconut
535.29,-35878,-661.294,551.388,Transit,coconut
535.29,-35458,-542.337,-8.671,Transit,papaya
535.29,-35472,-539.326,-7.133,Transit,papaya
535.29,-35486,-536.575,-4.981,Transit,papaya
535.29,-35640,-535.947,-3.958,Transit,papaya
535.29,-35556,-539.446,-9.506,Transit,blueberry
535.29,-35696,-657.256,545.368,Transit,blueberry
535.29,-35710,-660.162,549.297,Transit,blueberry
535.29,-35724,-658.628,548.260,Transit,blueberry
535.29,-35500,-534.098,1.995,Transit,palmyra
535.29,-35514,-538.228,7.089,Transit,palmyra
535.29,-35528,-533.752,4.667,Transit,palmyra
535.29,-35542,-533.823,1.267,Transit,palmyra
535.29,-35654,-532.825,0.917,Transit,palmyra
535.29,-35738,-645.268,-286.315,Transit,palmyra
535.29,-35752,-646.301,-285.891,Transit,palmyra
535.29,-35766,-645.591,-285.777,Transit,palmyra
535.29,-35780,-606.169,463.607,Transit,mango
535.29,-35794,-605.367,461.527,Transit,mango
535.29,-35808,-606.333,462.981,Transit,mango
535.29,-35822,-605.696,463.082,Transit,mango
535.29,-35836,-661.329,550.634,Transit,mango
535.29,-35850,-661.826,548.047,Transit,mango
535.29,-35864,-533.031,-2.770,Transit,mango
566.49,-35598,-646.284,-283.066,Transit,raspberry
566.49,-35612,-645.980,-281.716,Transit,raspberry
566.49,-35626,-646.370,-278.773,Transit,raspberry
566.49,-35668,-606.030,457.849,Transit,raspberry
566.49,-35570,-655.206,541.774,Transit,grape
566.49,-35584,-653.677,539.134,Transit,grape
566.49,-35682,-645.982,-284.532,Transit,coconut
566.49,-35878,-660.936,550.779,Transit,coconut
566.49,-35458,-543.033,-9.030,Transit,papaya
566.49,-35472,-539.864,-7.283,Transit,papaya
566.49,-35486,-536.970,-5.057,Transit,papaya
566.49,-35640,-536.336,-4.104,Transit,papaya
566.49,-35556,-540.069,-9.899,Transit,blueberry
566.49,-35696,-656.720,544.432,Transit,blueberry
566.49,-35710,-659.845,548.758,Transit,blueberry
566.49,-35724,-658.250,547.591,Transit,blueberry
566.49,-35500,-534.246,2.729,Transit,palmyra
566.49,-35514,-538.625,7.866,Transit,palmyra
566.49,-35528,-534.010,5.363,Transit,palmyra
566.49,-35542,-534.244,1.686,Transit,palmyra
566.49,-35654,-532.987,1.447,Transit,palmyra
566.49,-35738,-645.104,-285.539,Transit,palmyra
566.49,-35752,-646.238,-285.194,Transit,palmyra
566.49,-35766,-645.544,-285.120,Transit,palmyra
566.49,-35780,-606.144,463.071,Transit,mango
566.49,-35794,-605.477,460.538,Transit,mango
566.49,-35808,-606.333,462.451,Transit,mango
566.49,-35822,-605.679,462.567,Transit,mango
566.49,-35836,-661.302,550.072,Transit,mango
566.49,-35850,-661.813,547.058,Transit,mango
566.49,-35864,-533.526,-2.599,Transit,mango
597.69,-35598,-646.287,-282.467,Transit,raspberry
597.69,-35612,-645.995,-281.065,Transit,raspberry
597.69,-35626,-646.372,-277.959,Transit,raspberry
597.69,-35668,-606.068,457.196,Transit,raspberry
597.69,-35570,-654.797,541.056,Transit,grape
597.69,-35584,-653.207,538.297,Transit,grape
597.69,-35682,-645.914,-283.867,Transit,coconut
597.69,-35878,-660.580,550.173,Transit,coconut
597.69,-35458,-543.722,-9.388,Transit,papaya
597.69,-35472,-540.398,-7.431,Transit,papaya
597.69,-35486,-537.364,-5.131,Transit,papaya
597.69,-35640,-536.723,-4.250,Transit,papaya
597.69,-35556,-540.697,-10.269,Transit,blueberry
597.69,-35696,-656.185,543.508,Transit,blueberry
597.69,-35710,-659.532,548.221,Transit,blueberry
597.69,-35724,-657.878,546.926,Transit,blueberry
597.69,-35892,-661.484,553.272,Transit,muskmelon
597.69,-35906,-662.600,553.302,Transit,muskmelon
597.69,-35920,-662.492,552.468,Transit,muskmelon
597.69,-35934,-661.935,552.861,Transit,muskmelon
597.69,-35500,-534.396,3.455,Transit,palmyra
597.69,-35514,-539.017,8.636,Transit,palmyra
597.69,-35528,-534.264,6.056,Transit,palmyra
597.69,-35542,-534.661,2.104,Transit,palmyra
597.69,-35654,-533.147,1.973,Transit,palmyra
597.69,-35738,-644.946,-284.710,Transit,palmyra
597.69,-35752,-646.183,-284.506,Transit,palmyra
597.69,-35766,-645.509,-284.469,Transit,palmyra
597.69,-35780,-606.134,462.550,Transit,mango
597.69,-35794,-605.589,459.558,Transit,mango
597.69,-35808,-606.333,461.925,Transit,mango
597.69,-35822,-605.687,462.054,Transit,mango
597.69,-35836,-661.277,549.516,Transit,mango
597.69,-35850,-661.801,546.078,Transit,mango
597.69,-35864,-534.016,-2.426,Transit,mango
628.89,-35598,-646.290,-281.866,Transit,raspberry
628.89,-35612,-646.005,-280.412,Transit,raspberry
628.89,-35626,-646.375,-277.143,Transit,raspberry
628.89,-35668,-606.109,456.540,Transit,raspberry
628.89,-35570,-654.391,540.334,Transit,grape
628.89,-35584,-652.731,537.459,Transit,grape
628.89,-35682,-645.846,-283.198,Transit,coconut
628.89,-35878,-660.225,549.563,Transit,coconut
628.89,-35458,-544.414,-9.744,Transit,papaya
628.89,-35472,-540.933,-7.584,Transit,papaya
628.89,-35486,-537.758,-5.207,Transit,papaya
628.89,-35640,-537.110,-4.396,Transit,papaya
628.89,-35556,-541.353,-10.608,Transit,blueberry
628.89,-35696,-655.647,542.579,Transit,blueberry
628.89,-35710,-659.220,547.681,Transit,blueberry
628.89,-35724,-657.503,546.258,Transit,blueberry
628.89,-35948,-606.330,468.377,Transit,blueberry
628.89,-35892,-661.043,552.681,Transit,muskmelon
628.89,-35906,-662.407,552.989,Transit,muskmelon
628.89,-35920,-662.224,551.847,Transit,muskmelon
628.89,-35934,-661.543,552.166,Transit,muskmelon
628.89,-35500,-534.548,4.185,Transit,palmyra
628.89,-35514,-539.410,9.410,Transit,palmyra
628.89,-35528,-534.522,6.749,Transit,palmyra
628.89,-35542,-535.081,2.522,Transit,palmyra
628.89,-35654,-533.308,2.501,Transit,palmyra
628.89,-35738,-644.824,-283.818,Transit,palmyra
628.89,-35752,-646.139,-283.821,Transit,palmyra
628.89,-35766,-645.465,-283.813,Transit,palmyra
628.89,-35780,-606.140,462.040,Transit,mango
628.89,-35794,-605.701,458.575,Transit,mango
628.89,-35808,-606.333,461.397,Transit,mango
628.89,-35822,-605.697,461.540,Transit,mango
628.89,-35836,-661.250,548.958,Transit,mango
628.89,-35850,-661.785,545.095,Transit,mango
628.89,-35864,-534.507,-2.253,Transit,mango
660.09,-35598,-646.292,-281.259,Transit,raspberry
660.09,-35612,-646.017,-279.753,Transit,raspberry
660.09,-35626,-646.374,-276.319,Transit,raspberry
660.09,-35668,-606.145,455.877,Transit,raspberry
660.09,-35570,-653.976,539.607,Transit,grape
660.09,-35584,-652.261,536.607,Transit,grape
660.09,-35682,-645.778,-282.521,Transit,coconut
660.09,-35878,-659.864,548.948,Transit,coconut
660.09,-35458,-545.114,-10.101,Transit,papaya
660.09,-35472,-541.474,-7.737,Transit,papaya
660.09,-35486,-538.157,-5.287,Transit,papaya
660.09,-35640,-537.500,-4.546,Transit,papaya
660.09,-35556,-542.018,-10.945,Transit,blueberry
660.09,-35696,-655.107,541.642,Transit,blueberry
660.09,-35710,-658.903,547.136,Transit,blueberry
660.09,-35724,-657.121,545.586,Transit,blueberry
660.09,-35948,-606.332,467.811,Transit,blueberry
660.09,-35892,-660.644,551.984,Transit,muskmelon
660.09,-35906,-662.089,552.443,Transit,muskmelon
660.09,-35920,-661.868,551.250,Transit,muskmelon
660.09,-35934,-661.138,551.464,Transit,muskmelon
660.09,-35500,-534.700,4.921,Transit,palmyra
660.09,-35514,-539.805,10.193,Transit,palmyra
660.09,-35528,-534.785,7.448,Transit,palmyra
660.09,-35542,-535.503,2.947,Transit,palmyra
660.09,-35654,-533.471,3.034,Transit,palmyra
660.09,-35738,-644.743,-282.900,Transit,palmyra
660.09,-35752,-646.084,-283.125,Transit,palmyra
660.09,-35766,-645.402,-283.154,Transit,palmyra
660.09,-35780,-606.136,461.504,Transit,mango
660.09,-35794,-605.811,457.582,Transit,mango
660.09,-35808,-606.333,460.866,Transit,mango
660.09,-35822,-605.678,461.020,Transit,mango
660.09,-35836,-661.222,548.394,Transit,mango
660.09,-35850,-661.772,544.102,Transit,mango
660.09,-35864,-535.005,-2.080,Transit,mango
691.29,-35598,-646.299,-280.654,Transit,raspberry
691.29,-35612,-646.030,-279.096,Transit,raspberry
691.29,-35626,-646.380,-275.497,Transit,raspberry
691.29,-35668,-606.190,455.217,Transit,raspberry
691.29,-35962,-531.553,-5.550,Transit,raspberry
691.29,-35976,-530.660,-6.001,Transit,raspberry
691.29,-35990,-530.544,-5.141,Transit,raspberry
691.29,-36004,-530.893,-4.505,Transit,raspberry
691.29,-35570,-653.564,538.882,Transit,grape
691.29,-35584,-651.778,535.766,Transit,grape
691.29,-35682,-645.712,-281.848,Transit,coconut
691.29,-35878,-659.510,548.332,Transit,coconut
691.29,-35458,-545.809,-10.462,Transit,papaya
691.29,-35472,-542.011,-7.892,Transit,papaya
691.29,-35486,-538.554,-5.363,Transit,papaya
691.29,-35640,-537.889,-4.692,Transit,papaya
691.29,-35556,-542.679,-11.282,Transit,blueberry
691.29,-35696,-654.576,540.704,Transit,blueberry
691.29,-35710,-658.585,546.595,Transit,blueberry
691.29,-35724,-656.742,544.916,Transit,blueberry
691.29,-35948,-606.332,467.095,Transit,blueberry
691.29,-35892,-660.243,551.293,Transit,muskmelon
691.29,-35906,-661.772,551.898,Transit,muskmelon
691.29,-35920,-661.518,550.652,Transit,muskmelon
691.29,-35934,-660.737,550.763,Transit,muskmelon
691.29,-35500,-534.849,5.656,Transit,palmyra
691.29,-35514,-540.202,10.970,Transit,palmyra
691.29,-35528,-535.043,8.147,Transit,palmyra
691.29,-35542,-535.926,3.368,Transit,palmyra
691.29,-35654,-533.632,3.565,Transit,palmyra
